User_ID,U001,U002,U003,U004,U005,U006,U007,U008,U009,U010,U011,U012,U013,U014,U015,U016,U017,U018,U019,U020,U021,U022,U023,U024,U025,U026,U027,U028,U029,U030,U031,U032,U033,U034,U035,U036,U037,U038,U039,U040,U041,U042,U043,U044,U045,U046,U047,U048,U049,U050,U051,U052,U053,U054,U055,U056,U057,U058,U059,U060,U061,U062,U063,U064,U065,U066,U067,U068,U069,U070,U071,U072,U073,U074,U075,U076,U077,U078,U079,U080,U081,U082,U083,U084,U085,U086,U087,U088,U089,U090,U091,U092,U093,U094,U095,U096,U097,U098,U099,U100
U001,1.0000000000000002,0.4869938625292588,0.19698709235357725,0.12784836977647757,0.08850564958116773,0.27504414579454084,0.17838354689659985,0.10536921982126747,0.05559013530655331,0.054749547683167574,0.11230336351976775,0.11941954106055985,0.1250117693514572,0.19002542066964098,0.0968855871791122,0.1762333615025068,0.1400780416074389,0.19096915346774232,0.057894268349134456,0.2708395677482578,0.09121939385362722,0.02381534979164995,0.16152993615587863,0.18564414436398374,0.08586400308724226,0.13440663453886012,0.05474930601109798,0.07876669172228212,0.0364846354325616,0.13416501987724516,0.10945481875510066,0.19484932582025222,0.11857967150240348,0.16678158329740475,0.098791290832395,0.5080962135693334,0.22156882269001177,0.2987242773267506,0.02526895884411452,0.06544988303249735,0.2531469378204014,0.1256511660603904,0.2567103452603797,0.5970327462819797,0.08359995812843242,0.1035186184421869,0.11722635277326346,0.15484952036673083,0.0770600522452266,0.10255349350994926,0.1686713173422447,0.15772594301392764,0.19028798706687836,0.254438182124772,0.14912312579217568,0.2229092629635894,0.12649232546126055,0.09818243421383623,0.11928591429635456,0.13290180048641478,0.1604973723000012,0.04640165795559889,0.13672659611203486,0.11119570805917053,0.05073961980686762,0.04056657201397038,0.1001214405113022,0.3746117893921287,0.22714004024882803,0.12828280179075965,0.05790210487126146,0.1409304926544251,0.16968140872186244,0.18948788016103452,0.19324587026776563,0.11271737637347563,0.11794167283588747,0.0725028360704484,0.04495595212158686,0.06629141101746865,0.15544187366643827,0.048629071748189055,0.08491230909705595,0.052474287165265476,0.13305692422204451,0.10507866963675815,0.2488776920932897,0.04912166121202677,0.05821958902386649,0.09825074560938708,0.06102179605485968,0.08701041613028879,0.06787485943116461,0.1364380853572983,0.11819870905016566,0.24560273075101133,0.21321554930498127,0.11713137364047972,0.0746861181211197,0.02792232502442437
U002,0.4869938625292588,1.0000000000000004,0.05140583898022685,0.06487593875185013,0.06599141199885347,0.43660034273451714,0.0781882341033614,0.07747789253897477,0.028272381005985295,0.059357621796771676,0.07414178917335429,0.07006691387512827,0.15985890911886771,0.20323120131211486,0.07493321740653726,0.09859356540310138,0.16725206770700918,0.08184266295692366,0.039403498238922835,0.2203974556594677,0.10151135417250609,0.022109129339966983,0.1663893806903982,0.24605644148817374,0.033287072025439374,0.09388720267511692,0.02543863650871696,0.027162594663722915,0.060882826725119854,0.07458466423561792,0.045810975412281976,0.16152509137707705,0.1516894521169007,0.123623780720161,0.08554153770095019,0.4017331176696722,0.21375450282630157,0.43622552651419194,0.03507476955493098,0.06925088547480579,0.26681381023538925,0.0401871980733938,0.21487104694043824,0.489820819403134,0.025375810656597744,0.044152048958244046,0.14857591291670197,0.10912656745419709,0.03472220602469095,0.11549021555201343,0.17443080659788215,0.15991038542499253,0.10629084593662134,0.37299370572840634,0.03110467093852694,0.2720833720014365,0.18073047680197324,0.052714950457145957,0.04378905702272199,0.1323451398202808,0.09584686458995077,0.04513541476945276,0.08415464935877473,0.04103949331137613,0.017170188836925872,0.044872550216835706,0.09599229853205726,0.36492483718427615,0.05570339671143544,0.05157398965355954,0.07893125869002646,0.18058707398590865,0.19063185197294638,0.02127461226318139,0.3964404510012304,0.06376554931140471,0.012847202312071662,0.06485167115597051,0.049809515049786764,0.034521096065829336,0.10948052422697137,0.03204984637031417,0.02299224362682974,0.02873384111029056,0.2122482076003505,0.05193578356035923,0.35613620630982346,0.05410816671544845,0.05588270514548006,0.08067427168608862,0.11402925407442442,0.061308561221369226,0.02016470971374762,0.056076984397787744,0.0770431054091079,0.2678950192055299,0.08137647127039352,0.07799177925422468,0.07990364963754432,0.04972306132749002
U003,0.19698709235357725,0.05140583898022685,1.0,0.0892779415514177,0.06376805884278566,0.03706384974655957,0.026172599995583717,0.028500576359832424,0.03336569794215077,0.09870600544948438,0.04889585058856313,0.0679344467233571,0.03177774391806191,0.06975710425165121,0.05228196203789874,0.06378717808358372,0.009475294912239276,0.6799198131316535,0.07050032474331269,0.06478814874042371,0.10831712603427116,0.04023143288241185,0.10739222224199016,0.04972064882629116,0.046386006132118185,0.019533490138507217,0.05233466891359298,0.031240835644835995,0.012819077480215742,0.09634713299026672,0.12604185603954457,0.05390439407940273,0.02666760096665248,0.04154759797607341,0.062223288267148485,0.12092330973892099,0.03599040002328849,0.09142000080600869,0.014137760398152269,0.08460610842416835,0.10255884422988062,0.04658682467915697,0.08054126449168122,0.14689643364658825,0.04277062327824331,0.044339547314600616,0.0864497226326346,0.03972695821936664,0.09549620548269379,0.11560951175427348,0.04319702042319321,0.016183541637741904,0.03012795674323926,0.052162912791820316,0.025603260710276004,0.09440588385930433,0.051244917801731675,0.10197493499277399,0.030580225932503882,0.06796612608655508,0.022991959665819215,0.09061061751621387,0.09432317192675568,0.0594631861019559,0.03116658610966192,0.04678863895969242,0.11338803201916532,0.11164100290310154,0.6299241834939825,0.023081004515318,0.03628876375325178,0.043394910732474944,0.036142024637611826,0.7943936713432168,0.024717391680912103,0.020058380213623727,0.03510225548408431,0.027747174731859694,0.03335250112908568,0.08065676933100314,0.03444585012649587,0.022946810671062377,0.03678735000991323,0.02401932495688865,0.0520033789149864,0.027705738066586237,0.07536368856241163,0.10024220297251486,0.11350906108286235,0.09087203020610297,0.015488909770057019,0.09246891440903267,0.026699918290005502,0.0368505404823275,0.1564181537895681,0.0827000667069558,0.7042645106400779,0.029508429416215946,0.06513288678907765,0.033205957486886394
U004,0.12784836977647757,0.06487593875185013,0.0892779415514177,1.0000000000000004,0.0646612485365439,0.039492392191664887,0.4574639339100219,0.03455253665668257,0.1385758583120118,0.16495854699464432,0.07400460508504293,0.36874186883322907,0.056306807348508583,0.06128414043423591,0.06368555030113136,0.013939565003837041,0.07566506518581316,0.12365209313715389,0.2282169775410567,0.11991556978722331,0.306114015093946,0.040774453059437055,0.2715405080488185,0.12275640297525067,0.08930573998565876,0.06562042270497669,0.07753503494212359,0.08552041630946833,0.04094310266670829,0.26366372830598794,0.6872412686223937,0.07087312444416095,0.05084441700256197,0.04050962386371779,0.04795016595598743,0.0829446889501212,0.06322226461725076,0.04530489882331645,0.02501381005863997,0.2501348299298384,0.06289555620551016,0.17715864836322326,0.09848012042026463,0.08383919438334057,0.10024208005206611,0.08448978066634388,0.08003484887863115,0.06028217578407742,0.6879836048755478,0.25501832372787614,0.08312965180370654,0.0817870511005746,0.29340074709075803,0.05631396270899443,0.13434472702027628,0.08293935637957482,0.06279216196602418,0.045639771229225516,0.13274930032600749,0.059156438992430935,0.11075767004028016,0.5664551159976035,0.7025451194747989,0.05106812000194243,0.06084257185178039,0.15305399110798867,0.16945929757305755,0.05727837816361182,0.09356721162676518,0.13308980014915084,0.25486201040009704,0.08231127770371106,0.08095065222363199,0.10057338441375822,0.06233873997339946,0.03555800240442532,0.14593311185137034,0.0509006525516333,0.10079128404982547,0.18395470306132167,0.0663820457029489,0.07286800739397606,0.10128821611114089,0.018904058056041884,0.13064977702172356,0.33686452527062904,0.044912004280328675,0.19596389768950942,0.26675302309523224,0.08789021458693472,0.020128962549295262,0.3491120131161685,0.0964781468507467,0.08318006993153945,0.27602159613867355,0.0737228636167481,0.09715655597407406,0.2669987006949314,0.3034928767853814,0.07202889887240754
U005,0.08850564958116773,0.06599141199885347,0.06376805884278566,0.0646612485365439,0.9999999999999999,0.04511543877866733,0.044952355946279776,0.06611094591887903,0.043635255505760445,0.07098520354007264,0.04483081824617764,0.054420144516095066,0.08430357704579945,0.13628266179781007,0.08583304665667305,0.02304629003939343,0.04039902541962294,0.10725889984321188,0.062270126679358453,0.04710344035816317,0.05106489968262397,0.045248042296386216,0.07739106361954566,0.05746023357373612,0.029709665753701153,0.02004361871040542,0.021955155622867803,0.04722345556653709,0.026559831253802315,0.036622982689135566,0.08369437797874724,0.026480991947310607,0.08953977993807298,0.07214471864279903,0.06303551977467552,0.06325111044671745,0.0756966566165903,0.049781955043756466,0.030263298872999774,0.1045111241444196,0.0557188682479271,0.0802597388711904,0.06660745492992506,0.0864076932436377,0.041420235482122515,0.6009300106397983,0.06047894417806948,0.07342474208158997,0.055541478525220817,0.0419470400298441,0.05824604241599968,0.0088827789177268,0.07849756805752722,0.029024519513952865,0.035550072928149955,0.05755234476403871,0.11479437059531288,0.6929808821062097,0.06445513636049376,0.06732559089256157,0.061387350133569614,0.0778822946429276,0.0629242833801856,0.8285130767269754,0.023954800427544748,0.04470010288040652,0.09428965039783051,0.037035639443603954,0.09651827920726351,0.05689625903790894,0.06625641704479265,0.0864493180697612,0.10926325867594597,0.12024930917046278,0.058563678494664616,0.02467255423140502,0.038422626204018456,0.04983791885862686,0.026474394116408985,0.06415249420271814,0.05759442150717105,0.053786787079283534,0.043057949149472606,0.04693088711085263,0.03597636285726796,0.053944805301117525,0.046034103551917074,0.07252447486063181,0.13044209002368293,0.7732118849481752,0.04507618593112457,0.06275662643174901,0.04020008560347542,0.023148089961271275,0.04801427123972867,0.0446446620486133,0.0962885057310386,0.10870614608104083,0.07941340648734099,0.03416475050153728
U006,0.27504414579454084,0.43660034273451714,0.03706384974655957,0.039492392191664887,0.04511543877866733,1.0,0.060954867673537416,0.07423480305004439,0.030484858530669463,0.023029100706794134,0.10322950746969595,0.032100844853574645,0.04850847760201041,0.06779684046236685,0.07048514803758182,0.21593144007859869,0.21387693057127927,0.02805398106661786,0.049599092927475996,0.25525882747942963,0.04634410946977578,0.041982255504768556,0.05140647121926241,0.05350949445792454,0.03786473831143089,0.24551373229436896,0.05215648430043272,0.05087480212173662,0.023604853459943714,0.05396855950813604,0.06153745484923001,0.27866414172238646,0.031121671744450605,0.09761343516125036,0.09049195131286626,0.22806032786884411,0.08922558334488319,0.8157000219854161,0.01978708629009837,0.06088178653758582,0.2303559920934478,0.04145619786064272,0.26898317106749037,0.3375136850759822,0.02836551023822702,0.0190405944482728,0.03967607156369623,0.062279900227806634,0.03023104716286515,0.04348762359029385,0.11426888253627211,0.2331472259800043,0.06402432901855584,0.7430059738088499,0.06684609145132554,0.27626818455154006,0.04139439889348031,0.024568335221869506,0.044769349802236194,0.048804064981876914,0.05231898764729864,0.05506235864575414,0.029983991802548227,0.06526227116042099,0.035356536993598524,0.07390399713547768,0.056056827476816486,0.1894823221997629,0.07695765313426979,0.06521920147352148,0.056006779232472007,0.1219646923679791,0.03252830961770538,0.043437245930735384,0.4884703711482273,0.023910920090413807,0.053808259036117544,0.07846473528860479,0.05175756747681993,0.04355235788321102,0.0781456914041453,0.038208081883781914,0.036784549920104305,0.02000535117189711,0.06803239430467006,0.06757574162421882,0.9034238636255794,0.04466531348076943,0.0763514808145914,0.010238424871529234,0.053216992528491755,0.036176190382349475,0.04576354582967281,0.056743142112324146,0.04785323686109466,0.29295898885613925,0.041993007857039334,0.06591785618893739,0.06218547070162718,0.033599102692031195
U007,0.17838354689659985,0.0781882341033614,0.026172599995583717,0.4574639339100219,0.044952355946279776,0.060954867673537416,1.0000000000000004,0.07228327365040697,0.23488218313679626,0.04954272073591933,0.09731861045441093,0.15501209116760487,0.08141720890348074,0.07583555381260022,0.08772038774387846,0.036004869372866934,0.11621849763957011,0.11029899295972556,0.0733022577622598,0.17425715347606033,0.18021610948513558,0.11976438431041511,0.14109551276277443,0.16297041339222668,0.07479417050808028,0.07050914314391403,0.07536032334601322,0.17006421104948724,0.0386374641028956,0.1309080558625921,0.2910173297510107,0.09034857461639238,0.07427765747275286,0.12860709266615572,0.0728149225979152,0.14064192561793293,0.1634862718682632,0.05826992387532715,0.04041040338100665,0.08766995995752765,0.2107031943948539,0.22888056632430745,0.11847627571773842,0.09259930020572887,0.2351903447422829,0.06906369686631281,0.11213938206516608,0.10776142809474538,0.2294248924993492,0.11236154206157623,0.10247821323310684,0.045947356537326636,0.6531373705348347,0.10693080064622569,0.2115408644302303,0.15023508369094968,0.07677787679430023,0.09323384167022644,0.2921162735003102,0.06556260662347317,0.22078293388759787,0.3438728011925593,0.28821824298404125,0.06316124523208848,0.036028571579799294,0.22448929556467184,0.1221570536001441,0.16368073340531744,0.09816262113246396,0.28684435536965436,0.4713966009975901,0.1033200585709283,0.08533019941879308,0.0868607222920055,0.13489565729875627,0.05073737901027031,0.26006210954467596,0.08661114861455899,0.10900493224109307,0.10268166431328049,0.065518595382105,0.09581532668092249,0.23478860059886225,0.046638284070860084,0.14002410085786507,0.5178814369025372,0.06736713888589398,0.044257760527943536,0.11141162837117984,0.06831684410154887,0.016078322095306852,0.12435459349954547,0.1708404295057852,0.1366750937398635,0.14800303946699664,0.11347124055265286,0.0714236898333511,0.29729913281746784,0.13189820957295761,0.06022210821559652
U008,0.10536921982126747,0.07747789253897477,0.028500576359832424,0.03455253665668257,0.06611094591887903,0.07423480305004439,0.07228327365040697,0.9999999999999996,0.033440326101376684,0.03439709840061264,0.7994939283523959,0.024926615025165876,0.07808022585540726,0.05414174552900182,0.7300597160623089,0.07720535024234143,0.06833805490099323,0.05322646636344296,0.02035305646152072,0.17175644947792573,0.030623763531583977,0.024149891082803854,0.04918213074094326,0.06054549464261974,0.040388270965410415,0.05483950693537042,0.024045489396455316,0.026047849242326067,0.029505032083738003,0.016620032836562902,0.04160081026110079,0.08346031631435856,0.07216501382684462,0.08809840590135408,0.7667629446849205,0.10889475071034901,0.10507618514701271,0.09748758282215743,0.03199018417902357,0.03310415682098909,0.1953617666475751,0.058414352848573756,0.21850871836305194,0.04375839954919528,0.02594233051112638,0.02130971672634043,0.07052440802632452,0.11820010714486828,0.020142250024288506,0.02932115065281661,0.07604394017163572,0.07187507474325841,0.08320717273495346,0.0637165985736747,0.05102463596313908,0.1691329258744233,0.07286045851310337,0.05795567705979354,0.04403408888017131,0.07517058409205983,0.03933421281498259,0.014993203052999586,0.039227291920349766,0.06959637382676039,0.018538837153896568,0.03806517593056505,0.04104226918672284,0.09018274023296662,0.021196320665783218,0.07481423634376172,0.04159623600047191,0.06597620162959586,0.07104120626862494,0.007953015519380553,0.09072711270877401,0.050764890012697954,0.02199237744230395,0.8601579863526945,0.011089093366372997,0.028717663804422165,0.15673989037110572,0.04319916057874496,0.038547261695199016,0.04672414592424987,0.06771961397181583,0.032368657059027285,0.06782520690300267,0.020862938772193397,0.026921241189688867,0.06380962923389874,0.030449975444945734,0.03389493402461281,0.021781076106599326,0.017015431974966327,0.031071308436280767,0.1909959129590982,0.035196446991009295,0.045432337486803316,0.035114628273949164,0.019955394837803443
U009,0.05559013530655331,0.028272381005985295,0.03336569794215077,0.1385758583120118,0.043635255505760445,0.030484858530669463,0.23488218313679626,0.033440326101376684,0.9999999999999998,0.030607464904020387,0.04241203168380797,0.08286556502318489,0.06059616197423539,0.041121835728065936,0.045941612189090125,0.0351349940512738,0.051243074616190105,0.06175307179609832,0.05647234691857975,0.10225145799610608,0.10454631016530516,0.41033537093134503,0.1168066091981505,0.04465024039730675,0.06784830920148753,0.01531047823850782,0.07682779383804673,0.39032616735557185,0.007444215786678633,0.08923338198504513,0.13043575946836786,0.03481566430758245,0.05210026154769599,0.02871618300587292,0.05564919993578033,0.07805292642451034,0.04245397894509828,0.027725980058772512,0.032199044279031044,0.039416842555820335,0.08227669177524968,0.2728432263581563,0.0901746818755945,0.05979380344696217,0.9026075600748479,0.061125781246535296,0.05046792022572503,0.043322336226630315,0.10093292006467179,0.09847645916925941,0.06670970199035123,0.02498254678355974,0.3758300335332444,0.0726030725785098,0.6012100692184557,0.08026162554235426,0.025704467458105718,0.03099460439750134,0.3555311397509352,0.05219377258175711,0.38347788692414025,0.12620512239619827,0.11786872396936758,0.03649742744164211,0.07351425676018396,0.4891033948739587,0.06149146717957224,0.0432839250440186,0.05216359751175499,0.35601746310178134,0.44633220465739337,0.04632521388553647,0.020762769190988253,0.06635952378196014,0.03647612948305109,0.045274625479266,0.4124799742327045,0.05231958605023833,0.07364250751348576,0.02731449293934469,0.05292439832649015,0.34922720559651466,0.3858384745800503,0.07396149112374811,0.052392106532032426,0.34883243521100676,0.05227212440983095,0.05859287255371928,0.057580383700426535,0.05623766619829525,0.07441971764664883,0.0840489315211088,0.7341926735832264,0.3901430251776676,0.08352589975621874,0.09868296875038493,0.04263494055036102,0.45531958181096865,0.07174816499285779,0.06962302001406123
U010,0.054749547683167574,0.059357621796771676,0.09870600544948438,0.16495854699464432,0.07098520354007264,0.023029100706794134,0.04954272073591933,0.03439709840061264,0.030607464904020387,1.0,0.019809296936191247,0.452370856793644,0.04953865298327457,0.048689276603264185,0.014647634126984992,0.01817854888393291,0.0356045200985039,0.07230035424993896,0.6773344520570309,0.11107853620074105,0.0862534654190976,0.017420670181244984,0.1348329178637533,0.06779584629322438,0.05969708718589102,0.03391490586060953,0.05261896076329471,0.07379008224970693,0.016790308977757747,0.08911167056505699,0.19558967786271175,0.03965871397853166,0.06595895466068533,0.015163619952577001,0.018461204540227948,0.058401956022116924,0.05425810309918919,0.0666964160230952,0.025703477436059156,0.42178242249612985,0.07045923271715626,0.08383184597437777,0.047865656398878215,0.03210508341975501,0.04958819942697719,0.13014423595533278,0.02206877424852162,0.07217127813225124,0.1848665747803287,0.07869295503836957,0.24800322668648242,0.05363463603853521,0.058992449667974546,0.03353774788663181,0.03019277494680018,0.17669749654789285,0.08812109299864389,0.05695864268582139,0.033495595671200626,0.09354764304109942,0.018506488618147954,0.15656287574128738,0.22009864769501733,0.05285176551864915,0.06123919568855887,0.04142225607250706,0.5515828068341806,0.018240802748196575,0.04612785641232929,0.028299372642006743,0.04285519406183415,0.11756736004241376,0.07419130446761961,0.08820577838790711,0.02488718712230331,0.02822218556906749,0.04648012965429246,0.017685563442762328,0.02738576822537125,0.7636629652353226,0.0912318229329462,0.03741825433240221,0.06786963280595232,0.04101416173142721,0.20864062457158863,0.08209518248594472,0.02561123556539043,0.6585538822691295,0.3660177910424438,0.08261437727645195,0.03373153279787466,0.4027638290599363,0.04578148995757133,0.0317327544379339,0.06831054032689773,0.046560674054587046,0.09205700499875137,0.06072729054270918,0.4984658239622454,0.05919033322302953
